paragraph,image,is_code,category,section,title,url,video_urls
"Si has configurado correctamente cada uno de los eventos, cronometrar un evento de tipo clasificación general, es la tarea más sencilla.",,False,Copernico,Multievent,Cronometraje,https://wiki.timingsense.com/hc/es/articles/11854403414045-Cronometraje,[]
"En el cronometraje por etapas/multievento podrás utilizar todas las funcionalidades de copérnico. Por ejemplo, puede que tengas varios tipo de eventos dentro una carrera por etapas:",,False,Copernico,Multievent,Cronometraje,https://wiki.timingsense.com/hc/es/articles/11854403414045-Cronometraje,[]
"- Un evento lineal, con una salida, 2 puntos intermedios y una llegada.",,False,Copernico,Multievent,Cronometraje,https://wiki.timingsense.com/hc/es/articles/11854403414045-Cronometraje,[]
"- Al día siguiente una contrareloj, configurando ese evento tal y como se explica en artículo decronometraje de una contrareloj.",,False,Copernico,Multievent,Cronometraje,https://wiki.timingsense.com/hc/es/articles/11854403414045-Cronometraje,[]
"- Otro de los eventos puede sercon tipo de salida a partir de lectura, teniendo que configurar el evento para este tipo de cronometraje.",,False,Copernico,Multievent,Cronometraje,https://wiki.timingsense.com/hc/es/articles/11854403414045-Cronometraje,[]
"- Y, por supuesto, finalmente, el evento general que sumará las clasificaciones del resto de los eventos.",,False,Copernico,Multievent,Cronometraje,https://wiki.timingsense.com/hc/es/articles/11854403414045-Cronometraje,[]
"Cada uno de los días o momentos en los que tengan que iniciar el cronometraje de cualquiera de los eventos, únicamente tendrás que ir a dar la salida (en caso de que sea necesario).",,False,Copernico,Multievent,Cronometraje,https://wiki.timingsense.com/hc/es/articles/11854403414045-Cronometraje,[]
"Con cada una de las salidas que se actualizan, copérnico automáticamente cambiará la etapa/evento en el que te encuentres, para añadirlo a la suma.",https://wiki.timingsense.com/hc/article_attachments/12351167525533,False,Copernico,Multievent,Cronometraje,https://wiki.timingsense.com/hc/es/articles/11854403414045-Cronometraje,[]
"Aunque siempre podrás cambiar la etapa actual, tanto desde el apartado de salidas, como desde el menú configuración, en el evento general / suma de los distintos eventos.",https://wiki.timingsense.com/hc/article_attachments/12351167527581,False,Copernico,Multievent,Cronometraje,https://wiki.timingsense.com/hc/es/articles/11854403414045-Cronometraje,[]
"A medida que avancen los eventos/días de carrera, recomendamos que vayas modificando el orden de los eventos en el apartado de carrera. Siempre es recomendable tener el evento del que estás realizando el cronometraje lo más arriba posible, por 2 razones muy simples:",https://wiki.timingsense.com/hc/article_attachments/12351186353309,False,Copernico,Multievent,Cronometraje,https://wiki.timingsense.com/hc/es/articles/11854403414045-Cronometraje,[]
"- la primera es porque a nivel de cronometraje, siempre saldrá el evento que esté situado más arriba el primero para seleccionar tanto en participantes, como en documentos.",https://wiki.timingsense.com/hc/article_attachments/12351186357021,False,Copernico,Multievent,Cronometraje,https://wiki.timingsense.com/hc/es/articles/11854403414045-Cronometraje,[]
"- la segunda, es porque si estás utilizando la APP de Live, el evento que está situado más arriba es el que sale por defecto al hacer clic en clasificación en vivo.",,False,Copernico,Multievent,Cronometraje,https://wiki.timingsense.com/hc/es/articles/11854403414045-Cronometraje,[]
Las demás tareas inherentes al cronometraje son idénticas:,,False,Copernico,Multievent,Cronometraje,https://wiki.timingsense.com/hc/es/articles/11854403414045-Cronometraje,[]
Crear presets. · Crear documentos y marcarlos como favoritos. · Configurarte el dashboard. · Conectar los equipos a las distintas localizaciones. · Dar la salida. · Publicar resultados. · Etc.,,False,Copernico,Multievent,Cronometraje,https://wiki.timingsense.com/hc/es/articles/11854403414045-Cronometraje,[]
"Una columna personalizada es un componente de Copérnico que permite ejecutar funciones sobre los datos. Esta función se ejecuta únicamente en el ordenador que se esté usando. Las columnas personalizadas te permiten agrupar campos de participantes, como el nombre y apellidos, calcular edades, 0 sumar tiempos de distintos tramos.",,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"Las columnas personalizadas es un componente complicado para el cual es necesario tener conocimientos de Javascript para ejecutar las funciones. Si no eres programador, no te preocupes porque te vamos a dejar definidas las columnas personalizadas que consideramos más relevantes y usadas.",,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
¿Cómo se crea una columna personalizada?,,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"En el menú «Participants», haz clic en «Gestionar columnas personalizadas». · Haz clic en «Crear nueva columna». · Deberás proporcionar un nombre a la columna para posteriormente activarla.",https://timingsense.com/wp-content/uploads/2020/12/documentacion1-1024x670.png,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"Si sabes programar en Javascript solo tendrás que introducir las funciones que quieres que ejecute tu columna personalizada. Pero si no es así, te definimos las funciones más utilizadas y puedes copiarla en el cuadro de texto para pegarla en Copérnico",,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
Suma de kilómetros:esta columna sumara todos los km recorridos de cada una de las participaciones de ese participante.la ejecución perfecta para esta función es que la suma la haga de km en km y para ello debes configurar los splits de 1 km de distancia entre ellos. Copia y pega:,,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"function column( athlete, race, event, dataSet, util ) {
function column( athlete, race, event, dataSet, util ) {
const atletasConElMismoChip = dataSet.filter(atleta => atleta.chip[0] == athlete.chip[0]);
const atletasConElMismoChip = dataSet.filter(atleta => atleta.chip[0] == athlete.chip[0]);
const atletasConElMismoChipNoDescalificados = atletasConElMismoChip.filter(atleta => !(['quarantine', 'disqualified'].includes(atleta.status)));
const atletasConElMismoChipNoDescalificados = atletasConElMismoChip.filter(atleta => !(['quarantine', 'disqualified'].includes(atleta.status)));
const differentStartTimes = atletasConElMismoChipNoDescalificados.pluck('manualStartTime').unique();
const differentStartTimes = atletasConElMismoChipNoDescalificados.pluck('manualStartTime').unique();
const atletasFiltradosSinStartTimesRepetidos = differentStartTimes.map(manualStartTime => atletasConElMismoChipNoDescalificados.findByProperty('manualStartTime', manualStartTime));
const atletasFiltradosSinStartTimesRepetidos = differentStartTimes.map(manualStartTime => atletasConElMismoChipNoDescalificados.findByProperty('manualStartTime', manualStartTime));
const tiemposDeLosAtletasConElMismoChip = atletasFiltradosSinStartTimesRepetidos.pluck('times').map(timeSet => Object.values(timeSet)).flat().filter(time => time.distance);
const tiemposDeLosAtletasConElMismoChip = atletasFiltradosSinStartTimesRepetidos.pluck('times').map(timeSet => Object.values(timeSet)).flat().filter(time => time.distance);
const distanciaEntreSplits = 1000;
const distanciaEntreSplits = 1000;
return tiemposDeLosAtletasConElMismoChip.length * distanciaEntreSplits;
return tiemposDeLosAtletasConElMismoChip.length * distanciaEntreSplits;
}
}",,True,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"function column( athlete, race, event, dataSet, util ) {",,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
const atletasConElMismoChip = dataSet.filter(atleta => atleta.chip[0] == athlete.chip[0]);,,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"const atletasConElMismoChipNoDescalificados = atletasConElMismoChip.filter(atleta => !(['quarantine', 'disqualified'].includes(atleta.status)));",,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
const differentStartTimes = atletasConElMismoChipNoDescalificados.pluck('manualStartTime').unique();,,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"const atletasFiltradosSinStartTimesRepetidos = differentStartTimes.map(manualStartTime => atletasConElMismoChipNoDescalificados.findByProperty('manualStartTime', manualStartTime));",,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
const tiemposDeLosAtletasConElMismoChip = atletasFiltradosSinStartTimesRepetidos.pluck('times').map(timeSet => Object.values(timeSet)).flat().filter(time => time.distance);,,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
const distanciaEntreSplits = 1000;,,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
return tiemposDeLosAtletasConElMismoChip.length * distanciaEntreSplits;,,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
},,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"Suma de tiempos de tramos:está columna sumará los tiempos, por lo que para obtener las posiciones tendrás que ordenar esta columna y utilizar la columna ordinal (#) para llevarla a los presets que vayas a utilizar. «T1» será tu primer tramo (nombre de tramo), «Bike» tu segundo tramo, y «T2» tu tercer tramo. Copia y pega:",,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"function column( athlete, race, event, dataSet, util ) {
function column( athlete, race, event, dataSet, util ) {
return (athlete.rankings[""T1""].time + athlete.rankings[""Bike""].time + athlete.rankings[""T2""].time).toHHMMSS();
return (athlete.rankings[""T1""].time + athlete.rankings[""Bike""].time + athlete.rankings[""T2""].time).toHHMMSS();
}
}",,True,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"function column( athlete, race, event, dataSet, util ) {",,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"return (athlete.rankings[""T1""].time + athlete.rankings[""Bike""].time + athlete.rankings[""T2""].time).toHHMMSS();",,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
},,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
Diferencia con el primero:esta columna calculará la diferencia de tiempo entre el primer llegado a meta y cada uno de los participantes. Copia y pega:,,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"function column( athlete, race, event, dataSet, util ) {
return athlete.rankings[util.getFullInterval(event)]
? (athlete.rankings[util.getFullInterval(event)].time - util.getTopRankingTime(util.getFullInterval(event), {event: athlete.event})).toHHMMSS()
: null
}",,True,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"function column( athlete, race, event, dataSet, util ) {",,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
return athlete.rankings[util.getFullInterval(event)],,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"? (athlete.rankings[util.getFullInterval(event)].time - util.getTopRankingTime(util.getFullInterval(event), {event: athlete.event})).toHHMMSS()",,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
: null,,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
},,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
Diferencia con el primero por categoría:esta columna calculará la diferencia de tiempo entre el primer llegado a meta de su categoría y el participante. Copia y pega:,,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"function column( athlete, race, event, dataSet, util ) {
return athlete.rankings[util.getFullInterval(event)]
? (athlete.rankings[util.getFullInterval(event)].time - util.getTopRankingTime(util.getFullInterval(event), {event: athlete.event, category: athlete.category})).toHHMMSS()
: null
}",,True,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"function column( athlete, race, event, dataSet, util ) {",,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
return athlete.rankings[util.getFullInterval(event)],,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"? (athlete.rankings[util.getFullInterval(event)].time - util.getTopRankingTime(util.getFullInterval(event), {event: athlete.event, category: athlete.category})).toHHMMSS()",,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
: null,,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
},,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"Diferencia con el primero por género:esta columna calculará la diferencia de tiempo con el primero por género: tiempo de diferencia entre el primer llegado a meta másculino, femenino o mixto y el participante. Copia y pega:",,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"function column( athlete, race, event, dataSet, util ) {",,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
return athlete.rankings[util.getFullInterval(event)],,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"? (athlete.rankings[util.getFullInterval(event)].time - util.getTopRankingTime(util.getFullInterval(event), {event: athlete.event, category: athlete.category})).toHHMMSS()",,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
: null,,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
},,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
Código con los estados de los atletas:esta columna mostrará el código que necesites para cada uno de los estados de los participantes. Por supuesto si necesitas otros códigos puedes editarlo. Ten en cuenta que los atletas finalizados no tienen código asignado. Copia y pega:,,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"function column( athlete, race, event, dataSet, util ) {
const statusCodes = {
""finished"":"""",
""retired"":""DNF"",
""quarantine"":""DNF"",
""disqualified"":""DQ"",
""notstarted"":""DNS"",
}
return statusCodes[athlete.status]
? statusCodes[athlete.status]
: null
}",,True,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"function column( athlete, race, event, dataSet, util ) {",,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
const statusCodes = {,,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"""finished"":"""",",,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"""retired"":""DNF"",",,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"""quarantine"":""DNF"",",,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"""disqualified"":""DQ"",",,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
"""notstarted"":""DNS"",",,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
},,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
return statusCodes[athlete.status],,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
? statusCodes[athlete.status],,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
: null,,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
},,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
Gestión de columnas personalizadas,,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
Existen varios niveles en las columnas personalizadas:,,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
Más utilizadas: aquí se iremos añadiendo las columnas que sabemos que son las más utilizadas por todos los usuarios de Copérnico. · Columnas activadas para la carrera: son las columnas que has marcado como activas para la carrera en la que estás trabajando en este momento. · Mis columnas: son las que has creado tú para utilizarlas en cualquiera de tus pruebas. · Otras columnas personalizadas de usuarios de mi empresa: aquí podrás ver cualquier columna que hayan creado otros usuarios de tu empresa.,https://timingsense.com/wp-content/uploads/2021/03/columnas-pers2.png,False,Copernico,Documentación técnica,Columnas personalizadas,https://wiki.timingsense.com/hc/es/articles/10403584911133-Columnas-personalizadas,[]
Puedes conectar cualquier plataforma de inscripciones a Copérnico para cronometrar carreras virtuales.,,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
API Inscritos,,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
POSThttps://api.copernico.cloud/race-registrations/{raceId},,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
"donde {raceId} es el id de sportmaniacs* por ejemplo:5fbe1dc5-deb8-40dd-8a08-2375ac1f13d5 · headers: Content-Type: application/json · body: listado de inscritos[{id: «identificador único de corredor»,name: «nombre de corredor»,surname: «apellido de corredor»,birthdate: «fecha de nacimiento de corredor en formato YYYY-MM-DD»,document: «identificador de la inscripción de corredor»,dorsal: «dorsal de corredor»,gender: «male | female | mixed»,raceId: «Identificador de la carrera» en este caso 5edf7259-ed28-46f4-84f5-4972ac1f25ca,eventId: «identificador del evento»,…}]",,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
eventId:,,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
Marcha 5 kilómetros –5edf72a1-dc24-464e-915e-4758ac1f25ca · Carrera 10 km. –5edf72d5-da78-472c-8203-4972ac1f25ca · Ruta ciclista 20 km. –5edf72fb-52b4-4b1b-a2f9-4972ac1f25ca,,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
En la inscripción puedes añadir cualquier otro campo que desees que aparezca en Copérnico,,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
El ID de carrera orace idde Sportmaniacs es la parte resaltada en rojo en la URL,,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
https://panel.sportmaniacs.com/admin/events/races/view/5f85be81-b528-47eb-b5ec-205fac1f15a0,,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
Ejemplo archivo de importación.,,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
Nombres requeridos de las columnas:,,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
id · dorsal · name · surname · gender:malefemalemixed · male · female · mixed · birthdate:yyyy-mm-dd · yyyy-mm-dd · eventName: si no tiene evento asignado se enviará el campo vacío. · club · document:DNI/ documento de identificación · DNI/ documento de identificación,,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
male · female · mixed,,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
yyyy-mm-dd,,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
DNI/ documento de identificación,,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
Puedes ver un ejemplo de un fichero de ejemplo de importación de inscritoshaciendo clic en este enlace.,,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
Preguntas frecuentes,,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
¿Cómo se envía la información para que el atleta pueda seleccionar la distancia en la aplicación?,,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
Es necesario enviar la columna: «event» vacía para que la aplicación deje seleccionar al atleta el evento en el que quiere participar.,,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
¿Cómo se extrae una clasificación especial?,,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
"Utilizando los atributos, que son un valor extra que tiene cada atleta, por ejemplo para una clasificación de atletas locales, cada atleta deberá tener el atributo «local» = «SI».",,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
Los atributos se componen de:,,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
Nombre de la columna: A través de la API se envía: attr_ + {{ Nombre del atributo en Copérnico}}. · Valor que clasifica: El valor por el que clasifica el atleta en este caso es «SI».,,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
"Puede ocurrir que el atributo del atleta no se pueda resolver con un booleano («si» o «no») para extraer una clasificación, sino que pueden haber varios valores, por ejemplo, una clasificación por profesiones, en las que las profesiones son policía y bombero. En este caso el atleta deberá tener una columna llamada «attr_profesiones» y en la celda tendrá los valores: policía o bombero.",,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
¿Qué información es necesaria en Deporticket para la integración con Copérnico?,,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
Para que lleguen los datos correctamente hay que introducir en la plataforma:,,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
Race id · Event idde cada evento.,,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
¿Cómo se obtiene elrace idde una carrera?,,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
"Cuando accedes a una carrera en Sportmaniacs, el navegador carga un enlace como el siguiente: https://panel.sportmaniacs.com/admin/events/races/view/57640500-c3ac-4afa-8f6b-6d55bc5ffd28. La parte resaltada en rojo es elrace id.",,False,Copernico,Documentación técnica,Como conectar la API de inscripciones a Copérnico/Sportmaniacs,https://wiki.timingsense.com/hc/es/articles/10469651341085-Como-conectar-la-API-de-inscripciones-a-Cop%C3%A9rnico-Sportmaniacs,[]
